観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),18日の最高気温(℃),18日の最高気温の品質情報,18日の最高気温起時（時）,18日の最高気温起時（分）,18日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（17日まで）,今年の最高気温（17日まで）の品質情報,今年の最高気温（17日まで）を観測した起日（年）,今年の最高気温（17日まで）を観測した起日（月）,今年の最高気温（17日まで）を観測した起日（日）,17日までの観測史上1位の値（℃）,17日までの観測史上1位の値の品質情報,17日までの観測史上1位の値を観測した起日（年）,17日までの観測史上1位の値を観測した起日（月）,17日までの観測史上1位の値を観測した起日（日）,17日までの11月の1位の値,17日までの11月の1位の値の品質情報,17日までの11月の1位の値の起日（年）,17日までの11月の1位の値の起日（月）,17日までの11月の1位の値の起日（日）,統計開始年
33631,岩手県,湯田（ユダ）,,2024,11,18,23,00,5.9,5,00,02,5,-2.9,-14.3,12,1,,,0,32.9,5,2024,08,23,34.9,8,2018,08,23,23.4,8,2023,11,03,1976
33671,岩手県,遠野（トオノ）,,2024,11,18,23,00,7.7,5,13,12,5,-2.5,-13.6,11,3,,,0,33.0,5,2024,08,04,36.5,8,2007,08,14,24.2,8,1977,11,01,1976
33716,岩手県,北上（キタカミ）,,2024,11,18,23,00,8.6,5,11,27,5,-2.1,-12.3,11,3,,,0,35.7,5,2024,08,09,37.0,8,2019,08,08,22.4,8,2023,11,03,1976
33751,岩手県,釜石（カマイシ）,,2024,11,18,23,00,11.4,5,14,13,5,-2.0,-12.4,11,3,,,0,36.4,5,2024,09,11,38.8,8,1994,08,14,26.6,8,2023,11,03,1976
33776,岩手県,若柳（ワカヤナギ）,,2024,11,18,23,00,7.7,5,00,06,5,-2.9,-13.5,12,1,,,0,34.2,5,2024,08,09,36.9,8,2015,08,05,22.7,8,1979,11,02,1976
33781,岩手県,江刺（エサシ）,,2024,11,18,23,00,9.2,5,10,51,5,-1.8,-12.8,11,3,,,0,35.7,5,2024,08,09,37.3,8,2021,07,19,23.9,8,1977,11,01,1976
33801,岩手県,住田（スミタ）,,2024,11,18,23,00,9.4,5,00,02,5,-2.3,-13.3,11,3,,,0,34.2,5,2024,07,23,36.7,8,2020,08,11,23.3,8,1977,11,01,1977
33877,岩手県,大船渡（オオフナト）,47512,2024,11,18,23,00,9.9,5,11,33,5,-2.8,-12.5,12,1,,,0,34.4,5,2024,07,23,37.0,8,2023,07,30,24.6,8,2023,11,03,1963
33911,岩手県,一関（イチノセキ）,,2024,11,18,23,00,9.5,5,11,19,5,-2.4,-12.2,11,3,,,0,36.6,5,2024,07,23,38.2,8,1994,08,09,23.2,8,2023,11,03,1976
33921,岩手県,千厩（センマヤ）,,2024,11,18,23,00,8.1,5,00,01,5,-3.3,-13.9,12,1,,,0,34.6,5,2024,08,05,36.4,8,2019,08,06,23.8,8,1977,11,01,1976
34012,宮城県,駒ノ湯（コマノユ）,,2024,11,18,23,00,6.6,5,00,06,5,-2.0,-14.3,11,3,,,0,30.9,5,2024,08,11,33.3,8,1994,08,14,20.9,8,2024,11,17,1976
34026,宮城県,気仙沼（ケセンヌマ）,,2024,11,18,23,00,10.1,5,11,58,5,-2.3,-14.0,11,3,,,0,34.5,5,2024,07,23,36.7,8,2015,07,14,24.3,8,2023,11,03,1976
34096,宮城県,川渡（カワタビ）,,2024,11,18,23,00,8.9,5,00,49,5,-2.3,-11.4,11,3,,,0,34.5,5,2024,08,17,36.5,8,1994,08,14,22.8,8,2003,11,02,1976
34111,宮城県,築館（ツキダテ）,,2024,11,18,23,00,9.2,5,00,24,5,-3.0,-11.7,12,1,,,0,35.1,5,2024,08,24,37.3,8,1994,08,14,23.9,8,2023,11,03,1976
34171,宮城県,米山（ヨネヤマ）,,2024,11,18,23,00,9.7,5,12,18,5,-2.9,-13.1,12,1,,,0,35.4,5,2024,07,23,37.1,8,2023,07,29,24.1,8,2023,11,03,1976
34186,宮城県,志津川（シヅガワ）,,2024,11,18,23,00,10.1,5,12,51,5,-3.0,-13.3,12,1,,,0,35.6,5,2024,07,23,38.0,8,1994,08,14,24.1,8,2023,11,03,1976
34216,宮城県,古川（フルカワ）,,2024,11,18,23,00,9.8,5,01,25,5,-2.3,-12.8,11,3,,,0,34.5,5,2024,08,24,36.5,8,2021,08,04,24.0,8,2023,11,03,1976
34266,宮城県,大衡（オオヒラ）,,2024,11,18,23,00,10.0,5,00,08,5,-2.5,-13.0,11,3,,,0,35.0,5,2024,07,23,37.1,8,1994,08,14,23.8,8,1977,11,01,1976
34276,宮城県,鹿島台（カシマダイ）,,2024,11,18,23,00,10.1,5,00,02,5,-2.4,-13.1,11,3,,,0,34.4,5,2024,08,17,36.4,8,2023,07,30,23.7,8,2023,11,03,1976
34292,宮城県,石巻（イシノマキ）,47592,2024,11,18,23,00,9.9,5,13,07,5,-2.6,-10.7,12,1,,,0,34.5,5,2024,07,22,36.8,8,2007,08,15,23.7,8,1979,11,02,1887
34296,宮城県,女川（オナガワ）,,2024,11,18,23,00,10.0,5,13,05,5,-3.0,-13.0,12,1,,,0,34.7,5,2024,07,22,36.9,8,2023,08,28,23.0,8,2024,11,17,2011
34311,宮城県,新川（ニッカワ）,,2024,11,18,23,00,9.4,5,00,41,5,-1.8,-12.5,11,3,,,0,33.8,5,2024,08,24,35.4,8,2023,07,30,22.7,8,1977,11,01,1976
34331,宮城県,塩釜（シオガマ）,,2024,11,18,23,00,10.0,5,11,24,5,-2.3,-12.4,11,3,,,0,35.2,5,2024,07,22,35.8,8,2022,08,09,23.5,8,1979,11,02,1976
34392,宮城県,仙台（センダイ）,47590,2024,11,18,23,00,11.7,5,00,06,5,-1.7,-12.2,11,3,,,0,36.2,5,2024,07,22,37.3,8,2018,08,01,24.4,8,1979,11,02,1926
34436,宮城県,名取（ナトリ）,,2024,11,18,23,00,11.9,5,11,42,5,-1.9,-11.7,11,3,,,0,36.1,5,2024,07,22,37.3,8,2018,07,22,26.7,8,2009,11,01,2003
34461,宮城県,白石（シロイシ）,,2024,11,18,23,00,11.6,5,11,29,5,-1.7,-12.9,11,3,,,0,35.7,5,2024,08,24,36.9,8,2023,07,30,25.8,8,2023,11,03,1976
34462,宮城県,蔵王（ザオウ）,,2024,11,18,23,00,11.2,5,11,36,5,-1.8,-12.6,11,3,,,0,36.1,5,2024,07,23,37.0,8,2015,08,06,24.4,8,2023,11,03,2005
34471,宮城県,亘理（ワタリ）,,2024,11,18,23,00,11.7,5,00,03,5,-2.0,-10.9,11,3,,,0,35.2,5,2024,07,23,36.1,8,1987,07,24,26.1,8,2009,11,01,1976
34506,宮城県,丸森（マルモリ）,,2024,11,18,23,00,12.5,5,00,13,5,-1.4,-10.4,11,3,,,0,36.5,5,2024,08,24,37.6,8,2015,07,14,26.3,8,2009,11,01,1977
35002,山形県,飛島（トビシマ）,,2024,11,18,23,00,9.7,5,02,01,5,-2.9,-9.1,12,1,,,0,32.9,5,2024,08,23,36.0,8,2023,08,23,23.1,8,2023,11,03,1978
35052,山形県,酒田（サカタ）,47587,2024,11,18,23,00,10.0,5,02,30,5,-2.8,-10.5,12,1,,,0,35.9,5,2024,08,23,40.1,8,1978,08,03,25.8,8,2023,11,03,1937
35071,山形県,差首鍋（サスナベ）,,2024,11,18,23,00,8.7,5,00,01,5,-1.2,-8.7,11,3,,,0,34.5,5,2024,08,23,36.1,8,1994,08,16,21.2,8,2023,11,06,1976
35086,山形県,浜中（ハマナカ）,,2024,11,18,23,00,9.8,5,03,19,5,-2.9,-11.5,12,1,,,0,35.2,5,2024,08,23,38.9,8,2023,08,23,25.3,8,2023,11,03,2003
35116,山形県,金山（カネヤマ）,,2024,11,18,23,00,7.9,5,00,18,5,-1.7,-10.0,11,3,,,0,34.7,5,2024,08,23,36.8,8,2018,08,23,22.8,8,2023,11,06,1976
35141,山形県,鶴岡（ツルオカ）,,2024,11,18,23,00,9.1,5,00,54,5,-3.8,-13.5,12,1,,,0,37.0,5,2024,08,23,39.9,8,1978,08,03,26.3,8,2023,11,03,1976
35146,山形県,狩川（カリカワ）,,2024,11,18,23,00,8.9,5,01,26,5,-2.6,-11.4,12,1,,,0,34.6,5,2024,08,23,37.6,8,1978,08,03,24.0,8,1977,11,01,1976
35162,山形県,新庄（シンジョウ）,47520,2024,11,18,23,00,9.0,5,00,06,5,-1.2,-9.8,11,3,,,0,35.8,5,2024,08,23,37.8,8,2023,08,24,22.5,8,1979,11,02,1957
35176,山形県,向町（ムカイマチ）,,2024,11,18,23,00,8.6,5,00,22,5,-1.6,-10.1,11,3,,,0,34.7,5,2024,08,23,36.0,8,2007,08,14,24.1,8,2023,11,03,1976
35216,山形県,肘折（ヒジオリ）,,2024,11,18,23,00,7.3,5,00,02,5,-2.1,-10.0,11,3,,,0,31.1,5,2024,08,23,35.3,8,1994,08,13,21.9,8,1977,11,01,1976
35231,山形県,尾花沢（オバナザワ）,,2024,11,18,23,00,9.0,5,00,03,5,-1.1,-12.1,11,3,,,0,35.1,5,2024,08,23,36.2,8,2014,07,26,23.7,8,1977,11,01,1976
35246,山形県,鼠ケ関（ネズガセキ）,,2024,11,18,23,00,11.3,5,02,45,5,-1.9,-10.9,11,3,,,0,35.6,5,2024,08,23,40.4,8,2019,08,15,27.0,8,2023,11,06,1976
35332,山形県,村山（ムラヤマ）,,2024,11,18,23,00,9.7,5,00,11,5,-1.1,-11.4,11,3,,,0,35.9,5,2024,08,23,36.9,8,2015,07,22,22.7,8,2023,11,06,2002
35334,山形県,東根（ヒガシネ）,,2024,11,18,23,00,9.4,5,00,04,5,-1.8,-11.2,11,3,,,0,36.0,5,2024,08,23,37.0,8,2018,06,29,23.7,8,2014,11,02,2003
35361,山形県,大井沢（オオイサワ）,,2024,11,18,23,00,7.4,5,00,25,5,-2.1,-10.4,11,3,,,0,33.3,5,2024,08,23,35.0,8,1994,08,13,24.0,8,2023,11,03,1978
35376,山形県,左沢（アテラザワ）,,2024,11,18,23,00,9.6,5,00,30,5,-1.2,-9.9,11,3,,,0,34.7,5,2024,08,23,36.7,8,1985,08,08,25.7,8,1977,11,01,1976
35426,山形県,山形（ヤマガタ）,47588,2024,11,18,23,00,10.3,5,00,03,5,-1.5,-12.3,11,3,,,0,37.0,5,2024,08,23,40.8,8,1933,07,25,26.9,8,1914,11,04,1889
35456,山形県,長井（ナガイ）,,2024,11,18,23,00,10.1,5,00,05,5,-0.9,-9.8,11,3,,,0,35.8,5,2024,08,23,36.9,8,1978,08,02,25.7,8,2023,11,03,1976
35486,山形県,小国（オグニ）,,2024,11,18,23,00,10.6,5,00,02,5,-0.7,-6.9,11,3,,,0,35.9,5,2024,08,23,38.0,8,1994,08,16,25.2,8,1977,11,01,1976
35511,山形県,高畠（タカハタ）,,2024,11,18,23,00,9.7,5,01,03,5,-1.5,-10.7,11,3,,,0,35.3,5,2024,08,23,38.1,8,2018,08,22,24.9,8,2023,11,03,1976
35541,山形県,高峰（タカミネ）,,2024,11,18,23,00,10.1,5,00,11,5,-0.5,-12.3,11,2,,,0,34.9,5,2024,08,23,37.9,8,2018,08,23,24.6,8,1977,11,01,1976
35552,山形県,米沢（ヨネザワ）,,2024,11,18,23,00,10.4,5,00,11,5,-0.9,-10.5,11,3,,,0,36.0,5,2024,08,04,37.7,8,2018,08,23,24.6,8,2009,11,01,1976
36056,福島県,茂庭（モニワ）,,2024,11,18,23,00,10.6,5,00,22,5,-1.5,-11.0,11,3,,,0,33.9,5,2024,08,04,36.3,8,1994,08,08,24.8,8,2009,11,01,1992
36066,福島県,梁川（ヤナガワ）,,2024,11,18,23,00,12.6,5,02,17,5,-1.4,-11.4,11,3,,,0,37.3,5,2024,08,24,40.0,8,2023,08,05,26.0,8,2009,11,01,1976
36106,福島県,桧原（ヒバラ）,,2024,11,18,23,00,6.7,5,00,30,5,-1.4,-12.2,11,3,,,0,29.7,5,2024,08,23,32.0,8,1985,08,15,20.6,8,2023,11,03,1978
36127,福島県,福島（フクシマ）,47595,2024,11,18,23,00,12.9,5,01,03,5,-0.9,-11.4,11,3,,,0,36.6,5,2024,07,07,39.1,8,2023,08,05,26.1,8,2023,11,03,1889
36151,福島県,相馬（ソウマ）,,2024,11,18,23,00,12.7,5,00,06,5,-1.6,-12.0,11,3,,,0,36.5,5,2024,07,07,37.6,8,2018,08,23,26.5,8,2023,11,03,1976
36176,福島県,喜多方（キタカタ）,,2024,11,18,23,00,11.0,5,00,03,5,-0.4,-10.2,11,2,,,0,35.7,5,2024,08,23,38.0,8,1994,08,16,25.2,8,2023,11,06,1976
36196,福島県,鷲倉（ワシクラ）,,2024,11,18,23,00,4.1,5,00,08,5,-0.8,-13.3,11,3,,,0,27.2,5,2024,08,23,29.4,4,2021,08,06,18.2,8,1977,11,01,1976
36221,福島県,飯舘（イイタテ）,,2024,11,18,23,00,9.5,5,13,11,5,-2.5,-13.2,12,1,,,0,33.2,5,2024,07,23,36.0,8,2014,08,05,24.1,8,2023,11,03,1976
36251,福島県,西会津（ニシアイヅ）,,2024,11,18,23,00,11.0,5,00,04,5,-0.4,-11.8,11,2,,,0,34.9,5,2024,08,23,36.9,8,1994,08,14,24.7,8,2023,11,06,1976
36276,福島県,猪苗代（イナワシロ）,,2024,11,18,23,00,8.5,5,00,07,5,-1.6,-12.6,11,3,,,0,32.8,5,2024,08,04,34.2,8,1994,08,15,22.6,8,2023,11,03,1976
36291,福島県,二本松（ニホンマツ）,,2024,11,18,23,00,10.6,5,00,04,5,-2.6,-13.2,12,1,,,0,36.1,5,2024,07,23,38.0,8,2020,08,11,26.0,8,2023,11,03,1976
36342,福島県,金山（カネヤマ）,,2024,11,18,23,00,10.3,5,00,50,5,-0.3,-11.1,11,2,,,0,33.8,5,2024,08,23,35.5,8,2012,08,02,22.2,8,2009,11,01,2007
36361,福島県,若松（ワカマツ）,47570,2024,11,18,23,00,11.7,5,00,04,5,+0.2,-10.6,11,2,,,0,36.7,5,2024,08,23,38.5,8,2018,08,23,25.7,8,2023,11,06,1953
36391,福島県,船引（フネヒキ）,,2024,11,18,23,00,9.2,5,00,15,5,-2.5,-12.8,12,1,,,0,34.5,5,2024,08,04,35.7,8,2020,08,11,23.7,8,2023,11,03,1976
36411,福島県,浪江（ナミエ）,,2024,11,18,23,00,14.1,5,00,14,5,-0.8,-11.4,11,3,,,0,38.8,5,2024,07,07,38.8,8,2024,07,07,26.2,8,2023,11,03,1976
36426,福島県,只見（タダミ）,,2024,11,18,23,00,10.6,5,00,01,5,-0.4,-11.5,11,2,,,0,34.6,5,2024,08,23,36.5,8,2023,08,31,24.5,8,2023,11,03,1976
36476,福島県,郡山（コオリヤマ）,,2024,11,18,23,00,11.3,5,00,21,5,-1.5,-11.9,11,3,,,0,35.1,5,2024,08,04,36.6,8,2023,08,05,25.3,8,2023,11,03,1976
36501,福島県,川内（カワウチ）,,2024,11,18,23,00,10.9,5,00,05,5,-1.6,-11.0,11,3,,,0,36.7,5,2024,07,07,36.7,8,2024,07,07,24.1,8,1977,11,01,1976
36536,福島県,南郷（ナンゴウ）,,2024,11,18,23,00,9.5,5,00,12,5,-1.1,-13.9,11,3,,,0,34.1,5,2024,08,04,36.6,8,1994,08,16,24.1,8,2023,11,03,1976
36562,福島県,湯本（ユモト）,,2024,11,18,23,00,8.4,5,00,37,5,-1.8,-12.8,11,3,,,0,32.1,5,2024,07,23,34.4,8,1994,08,08,22.9,8,2023,11,03,1988
36581,福島県,玉川（タマカワ）,,2024,11,18,23,00,10.6,5,13,07,5,-1.6,-11.2,11,3,,,0,34.7,5,2024,07,07,35.5,8,2014,08,06,23.4,8,2023,11,03,2003
36591,福島県,小野新町（オノニイマチ）,,2024,11,18,23,00,10.3,5,00,01,5,-1.8,-11.6,11,3,,,0,35.5,5,2024,07,07,36.0,8,2020,08,11,24.5,8,2023,11,03,1976
36611,福島県,広野（ヒロノ）,,2024,11,18,23,00,15.7,5,00,03,5,+0.6,-10.0,11,2,,,0,37.3,5,2024,07,22,37.3,8,2024,07,22,25.7,8,2024,11,17,1976
36641,福島県,田島（タジマ）,,2024,11,18,23,00,9.2,5,00,10,5,-1.6,-12.9,11,3,,,0,33.0,5,2024,08,03,35.0,8,2018,07,20,24.0,8,1977,11,01,1976
36667,福島県,白河（シラカワ）,47597,2024,11,18,23,00,11.1,5,01,03,5,-1.5,-10.9,11,3,,,0,36.0,5,2024,07,07,36.0,8,2024,07,07,23.3,8,2023,11,03,1940
36676,福島県,石川（イシカワ）,,2024,11,18,23,00,12.5,5,13,24,5,-0.7,-10.7,11,3,,,0,37.8,5,2024,07,07,37.8,8,2024,07,07,24.6,8,2023,11,03,1976
36716,福島県,桧枝岐（ヒノエマタ）,,2024,11,18,23,00,7.5,5,02,07,5,-1.4,-13.3,11,3,,,0,31.1,5,2024,07,07,32.5,8,2015,07,14,22.1,8,2023,11,03,1978
36821,福島県,東白川（ヒガシシラカワ）,,2024,11,18,23,00,12.5,5,00,01,5,-1.1,-10.8,11,3,,,0,37.0,5,2024,07,23,37.0,8,2024,07,23,24.8,8,2023,11,03,1976
36836,福島県,山田（ヤマダ）,,2024,11,18,23,00,16.0,5,00,06,5,+0.1,-9.4,11,2,,,0,36.0,5,2024,07,22,36.5,8,2010,09,07,25.5,8,2023,11,03,2009
36846,福島県,小名浜（オナハマ）,47598,2024,11,18,23,00,16.8,5,00,05,5,+1.2,-6.9,11,2,,,0,37.2,5,2024,07,30,37.7,8,1994,08,03,25.0,8,1946,11,01,1910
40046,茨城県,北茨城（キタイバラキ）,,2024,11,18,23,00,16.7,5,00,05,5,+1.5,-6.8,11,1,,,0,35.3,5,2024,07,30,35.7,8,1996,08,15,24.5,8,2023,11,04,1978
40061,茨城県,大子（ダイゴ）,,2024,11,18,23,00,15.2,5,13,26,5,+0.2,-9.0,11,2,,,0,38.7,5,2024,07,23,39.0,8,2019,08,09,24.8,8,2023,11,03,1978
40091,茨城県,常陸大宮（ヒタチオオミヤ）,,2024,11,18,23,00,15.3,5,00,03,5,-0.2,-9.1,11,2,,,0,37.3,5,2024,07,22,37.3,8,2024,07,22,25.1,8,2023,11,03,1978
40136,茨城県,日立（ヒタチ）,,2024,11,18,23,00,18.9,5,00,01,5,+3.2,-5.1,10,3,,,0,36.4,5,2024,08,11,37.4,8,1997,07,05,24.9,8,2003,11,21,1978
40191,茨城県,笠間（カサマ）,,2024,11,18,23,00,16.7,5,00,01,5,+0.8,-7.7,11,2,,,0,37.7,5,2024,07,07,38.2,8,2007,08,15,25.2,8,2023,11,06,1978
40201,茨城県,水戸（ミト）,47629,2024,11,18,23,00,18.0,5,00,01,5,+2.3,-6.2,11,1,,,0,37.7,5,2024,07,24,38.4,8,1997,07,05,26.2,8,1977,11,01,1897
40221,茨城県,古河（コガ）,,2024,11,18,23,00,17.6,5,13,56,5,+1.9,-6.4,11,1,,,0,40.0,5,2024,07,29,40.0,8,2024,07,29,25.7,8,2023,11,06,1978
40231,茨城県,下館（シモダテ）,,2024,11,18,23,00,18.2,5,00,05,5,+2.7,-5.8,11,1,,,0,38.2,5,2024,08,11,38.5,8,2022,07,01,25.1,8,2023,11,06,2001
40281,茨城県,下妻（シモツマ）,,2024,11,18,23,00,17.9,5,00,28,5,+2.3,-5.8,11,1,,,0,37.4,5,2024,07,29,37.7,8,2007,08,15,25.5,8,2009,11,01,1978
40311,茨城県,鉾田（ホコタ）,,2024,11,18,23,00,18.0,5,00,10,5,+2.1,-5.3,11,1,,,0,37.8,5,2024,08,12,37.8,8,2024,08,12,25.7,8,2023,11,04,1978
40336,茨城県,つくば（ツクバ）(館野（タテノ）),47646,2024,11,18,23,00,17.8,5,00,26,5,+2.1,-6.2,11,1,,,0,37.4,5,2024,08,11,37.8,8,1996,08,15,25.8,8,1977,11,01,1921
40341,茨城県,土浦（ツチウラ）,,2024,11,18,23,00,19.0,5,00,29,5,+3.1,-5.6,11,1,,,0,37.9,5,2024,08,11,38.5,8,2007,08,16,25.7,8,2023,11,04,1978
40406,茨城県,鹿嶋（カシマ）,,2024,11,18,23,00,18.5,5,00,23,5,+2.4,-4.6,11,1,,,0,36.5,5,2024,08,12,37.2,8,2022,08,02,27.5,8,2023,11,07,1978
40426,茨城県,龍ケ崎（リュウガサキ）,,2024,11,18,23,00,17.6,5,00,22,5,+1.6,-6.3,11,2,,,0,37.3,5,2024,08,11,38.5,8,2007,08,16,27.7,8,2023,11,07,1978
41011,栃木県,那須高原（ナスコウゲン）,,2024,11,18,23,00,10.0,5,01,43,5,-0.3,-9.8,11,2,,,0,31.7,5,2024,07,07,33.2,8,2023,07,16,21.0,8,2023,11,03,1977
41076,栃木県,五十里（イカリ）,,2024,11,18,23,00,9.8,5,00,10,5,-1.2,-10.0,11,3,,,0,34.9,5,2024,07,23,35.1,8,2023,07,30,21.4,8,1979,11,02,1977
41091,栃木県,黒磯（クロイソ）,,2024,11,18,23,00,12.3,5,02,05,5,-0.8,-9.7,11,3,,,0,35.2,5,2024,07,22,35.4,8,2023,07,16,23.1,8,2023,11,03,1977
41116,栃木県,土呂部（ドロブ）,,2024,11,18,23,00,9.4,5,11,08,5,-0.9,-10.5,11,3,,,0,32.7,5,2024,07,29,33.3,8,2018,08,05,23.0,8,2009,11,01,1977
41141,栃木県,大田原（オオタワラ）,,2024,11,18,23,00,14.2,5,12,21,5,-0.3,-9.0,11,2,,,0,37.2,5,2024,07,22,37.8,8,2023,07,26,24.0,8,2023,11,03,1976
41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）),47690,2024,11,18,23,00,10.1,5,05,40,5,+2.1,-7.5,11,1,,,0,30.3,5,2024,07,07,30.8,8,2018,08,05,19.1,8,1977,11,01,1944
41172,栃木県,日光東町（ニッコウヒガシマチ）,,2024,11,18,23,00,14.3,5,11,45,5,,-8.0,,,,,0,34.3,5,2024,08,17,34.3,8,2024,08,17,22.3,8,2024,11,17,2022
41181,栃木県,塩谷（シオヤ）,,2024,11,18,23,00,14.5,5,03,33,5,+0.1,-9.0,11,2,,,0,35.1,5,2024,07,22,36.6,8,2007,08,15,23.8,8,2003,11,02,1978
41247,栃木県,那須烏山（ナスカラスヤマ）,,2024,11,18,23,00,15.2,5,12,51,5,-0.2,-9.0,11,2,,,0,36.7,5,2024,07,22,37.6,8,2013,08,11,24.8,8,2023,11,03,2009
41271,栃木県,鹿沼（カヌマ）,,2024,11,18,23,00,16.2,5,14,17,5,+1.3,-8.1,11,2,,,0,36.9,5,2024,07,29,37.1,8,2020,08,11,24.3,8,2024,11,17,1978
41277,栃木県,宇都宮（ウツノミヤ）,47615,2024,11,18,23,00,16.7,5,13,18,5,+1.4,-7.4,11,2,,,0,37.5,5,2024,07,22,38.7,8,1997,07,05,25.1,8,1990,11,05,1890
41331,栃木県,真岡（モオカ）,,2024,11,18,23,00,16.1,5,00,02,5,+0.8,-7.7,11,2,,,0,38.6,5,2024,08,11,38.6,8,2024,08,11,24.4,8,2023,11,06,1978
41361,栃木県,佐野（サノ）,,2024,11,18,23,00,18.4,5,13,04,5,+2.5,-6.6,11,1,,,0,41.0,5,2024,07,29,41.0,8,2024,07,29,26.2,8,2023,11,06,1978
41376,栃木県,小山（オヤマ）,,2024,11,18,23,00,17.2,5,00,07,5,+1.4,-6.9,11,2,,,0,38.9,5,2024,07,29,38.9,8,2024,07,29,25.0,8,2023,11,06,1978
42046,群馬県,藤原（フジワラ）,,2024,11,18,23,00,8.7,5,00,31,5,-1.6,-12.6,11,3,,,0,32.8,5,2024,07,05,35.0,8,1994,08,15,24.4,8,2003,11,02,1977
42091,群馬県,みなかみ（ミナカミ）,,2024,11,18,23,00,11.2,5,02,14,5,-0.2,-11.0,11,2,,,0,35.2,5,2024,07,07,36.6,8,2022,07,02,24.3,8,2023,11,03,1977
42121,群馬県,草津（クサツ）,,2024,11,18,23,00,7.3,5,01,38,5,-1.1,-9.6,11,3,,,0,31.0,5,2024,07,07,32.0,8,2022,06,29,20.7,8,2023,11,03,1977
42146,群馬県,沼田（ヌマタ）,,2024,11,18,23,00,12.6,5,03,08,5,-0.5,-11.0,11,3,,,0,37.3,5,2024,07,23,38.1,8,2020,08,11,24.6,8,2023,11,02,1977
42186,群馬県,中之条（ナカノジョウ）,,2024,11,18,23,00,12.6,5,13,37,5,-1.7,-10.5,11,3,,,0,37.6,5,2024,07,29,38.0,8,2020,08,11,24.9,8,2023,11,02,1977
42221,群馬県,田代（タシロ）,,2024,11,18,23,00,6.4,5,00,18,5,-1.8,-9.0,11,3,,,0,30.6,5,2024,07,23,31.0,8,2022,06,29,21.6,8,2023,11,03,1977
42251,群馬県,前橋（マエバシ）,47624,2024,11,18,23,00,15.8,5,13,20,5,0.0,-9.1,11,2,,,0,39.2,5,2024,07,29,40.0,8,2001,07,24,27.3,8,2023,11,02,1896
42266,群馬県,桐生（キリュウ）,,2024,11,18,23,00,17.2,5,01,44,5,+1.4,-8.5,11,2,,,0,39.7,5,2024,08,12,40.5,8,2020,08,11,27.6,8,2023,11,02,1976
42286,群馬県,上里見（カミサトミ）,,2024,11,18,23,00,17.6,5,11,51,5,+1.7,-6.0,11,1,,,0,38.6,5,2024,08,17,40.3,8,1998,07,04,26.4,8,2023,11,02,1977
42302,群馬県,伊勢崎（イセサキ）,,2024,11,18,23,00,16.8,5,13,43,5,+0.6,-7.3,11,2,,,0,40.1,5,2024,07,29,40.5,8,2020,08,11,27.9,8,2023,11,02,1998
42326,群馬県,西野牧（ニシノマキ）,,2024,11,18,23,00,14.4,5,12,26,5,0.0,-6.9,11,2,,,0,39.8,5,2024,07,07,39.8,8,2024,07,07,25.5,8,2023,11,02,1977
42366,群馬県,館林（タテバヤシ）,,2024,11,18,23,00,17.2,5,12,37,5,+1.0,-7.4,11,2,,,0,40.2,5,2024,07,29,40.3,8,2007,08,16,25.4,8,2023,11,06,1978
42396,群馬県,神流（カンナ）,,2024,11,18,23,00,15.5,5,12,18,5,+1.5,-6.4,11,2,,,0,38.1,5,2024,07,29,38.7,8,1994,07,05,23.8,8,1979,11,11,1977
43051,埼玉県,寄居（ヨリイ）,,2024,11,18,23,00,16.9,5,01,02,5,+1.1,-6.6,11,2,,,0,39.6,5,2024,07,29,39.9,8,2018,07,23,26.8,8,2023,11,02,1977
43056,埼玉県,熊谷（クマガヤ）,47626,2024,11,18,23,00,17.8,5,12,39,5,+1.6,-6.3,11,1,,,0,40.0,5,2024,07,29,41.1,8,2018,07,23,27.6,8,1923,11,01,1896
43126,埼玉県,久喜（クキ）,,2024,11,18,23,00,16.9,5,14,46,5,+1.1,-6.6,11,2,,,0,39.1,5,2024,07,29,39.2,8,2022,07,01,26.1,8,2023,11,06,1977
43156,埼玉県,秩父（チチブ）,47641,2024,11,18,23,00,16.1,5,10,59,5,+0.7,-6.4,11,2,,,0,38.6,5,2024,08,12,39.3,8,1994,08,07,26.5,8,1965,11,05,1926
43171,埼玉県,鳩山（ハトヤマ）,,2024,11,18,23,00,17.9,5,01,39,5,+1.9,-7.0,11,1,,,0,39.9,5,2024,07,29,40.2,8,2020,08,11,27.6,8,2023,11,02,1977
43241,埼玉県,さいたま（サイタマ）,,2024,11,18,23,00,18.0,5,00,12,5,+2.1,-6.6,11,1,,,0,38.7,5,2024,07,29,39.3,8,2018,07,23,26.1,8,2023,11,04,1977
43256,埼玉県,越谷（コシガヤ）,,2024,11,18,23,00,18.0,5,00,25,5,+2.0,-6.0,11,1,,,0,39.4,5,2024,07,29,40.4,8,2007,08,16,26.1,8,2009,11,01,1977
43266,埼玉県,所沢（トコロザワ）,,2024,11,18,23,00,17.0,5,02,35,5,+1.4,-7.0,11,2,,,0,37.4,5,2024,07,08,39.8,8,2018,07,23,26.0,8,2023,11,02,1977
